id,question,solution,difficulty
177,"https://www.geeksforgeeks.org/puzzle-secret-mail-problem/
","A person ‘A’ wants to send a secret message to his friend ‘B’ through a mail, but C (A’s friend), whom A does not trust has access to all A’s mails. So A puts his message in  a box with a lock but A is not allowed to send a key. How can A send his message through securely?",medium
178,"https://www.geeksforgeeks.org/puzzle-elevator-puzzle/
","A man works on the 10-th floor and takes the elevator down to ground level at the end of the day.  Yet every morning, he only takes the elevator to the 7th floor, even when in a hurry.
But he goes all the way to the 10-th floor when others are in the elevator with him or it is a rainy day.  Why?",medium
179,"https://www.geeksforgeeks.org/puzzle-falling-bear/
",A bear falling from a height of 10m on the ground in the square root of 2 seconds. what is the color of bear?,medium
180,"https://www.geeksforgeeks.org/puzzle-measuring-block/
","Assume that you have a block weighing 40 kg and have tools to divide it as you want. Now, your task is to cut that block into 4 pieces such that only using those 4 pieces and a two-way balancing pan, you can measure any weight from 1 kg to 40 kg ? (You should be able to measure any weight like 1 kg, 2 kg, 3 kg upto 40 kg ).",hard
181,"https://www.geeksforgeeks.org/puzzle-strict-pill-schedule/
","Puzzle: You are on a strict medical regimen that requires you to take two types of pills each day. You must take exactly one A pill and exactly one B pill at the same time. The pills are very expensive, and you don’t want to waste any. So you open the bottle of A pills and tap one out into your hand. Then you open the bottle of B pills and do the same thing – but you make a mistake, and two B pills come out into your hand with the A pill. But the pills are all exactly identical. There is no way to tell A pills apart from B pills. Is it possible to satisfy your regimen and take exactly one of each pill at the same time, without wasting any pills?
",easy
182,"https://www.geeksforgeeks.org/puzzle-round-table-coin-game/
","Suppose two player, player A and player B have the infinite number of coins. Now they are sitting near a perfectly round table and going to play a game. The game is, in each turn, a player will put one coin anywhere on the table (not on the top of coin already placed on the table, but on the surface of the table). And the player who places the last coin on the table will win the game. Given player A will always move first suggest a strategy such that player A will always win, no matter how player B will play.",medium
183,"https://www.geeksforgeeks.org/puzzle-basketball-shots/
","You have a basketball hoop and someone says that you can play one of two games.
Game1 : You get one shot to make the hoop.
Game2 : You get three shots and you have to make two of three shots.
If p is the probability of making a particular shot, for which values of p should you pick one game or the other?",medium
184,"https://www.geeksforgeeks.org/puzzle-crack-plan/
","In an ODI Cricket World Cup finale, India were given a stiff target of 405 runs by Australia to chase . As India is quite good at chasing, India was on the brink of victory, thanks to the two chase masters of India – Virat Kohli and M.S. Dhoni . India were 403 for the loss of 3 wickets in 49.4 overs . So, India needed just three runs in two balls . This was not a big deal for the two talismanic batsman, however, both of them were facing a problem . Virat Kohli was not out on 198 and M.S. Dhoni was playing on 97 . Kohli was going to take the strike for the next ball . Both the batsman after chatting for a few minutes came out with a plan such that Virat Kohli can get a double century, M.S. Dhoni can get a century and also India wins the match, with the two batsman remaining not out .",medium
185,"https://www.geeksforgeeks.org/puzzle-will-sheep-safe/
","There is an island with infinite grass and vegetation. The island is inhabited by 1 sheep and n lions . The lions can survive by eating the sheep or vegetation, but they prefer to eat the sheep .",hard
186,"https://www.geeksforgeeks.org/puzzles-age-time-distance-guess-word-mystery/
","Puzzle 1 : (Age) One Grandfather, One Father, and One Grand Son. Sum of their ages is 140 years. Grand son’s age in months is equal to Grandfathers age in years Grand son’s age in days is equal to Father’s age in weeks. Now, Find out the age of all three.
Solution :-
let x = grandfather’s age
let y =Father’s age and
let z = Grandson’s age .
Then, according to given conditions
1  x+y+z=140
2    x=12z
3  z*365 = (y*365)/7 =&gt; y = 7z
solving these three equations we will get
x=84, y=49, z=7
",hard
187,"https://www.geeksforgeeks.org/puzzle-japanese-ship-mystery/
",A Japanese ship was sailing in the Pacific Ocean. Japanese captain of the ship decided to take a shower. He kept his diamond chain and golden watch in the table shelf and went for shower and returned in 10 minutes.,medium
188,"https://www.geeksforgeeks.org/puzzle-find-last-ball-remain-entire-process/
","Problem Statement:
There are 20 red balls and 16 blue balls in a bag. Any 2 balls are removed at each step and are replaced with a new ball on the basis of the following conditions:  ",medium
189,"https://www.geeksforgeeks.org/puzzles-cryptanalysis-bottles-problem-dinner-time-mystery/
","Puzzle 1 : (Cryptanalysis) A detective who was mere days away from cracking an international oil smuggling ring has suddenly gone missing. While inspecting his last-known location, officers found a note: 710 57735 34 5508 51 7718. Currently, there are 3 suspects: Bill, John, and Todd. Can you break the detective’s code and find the criminal’s name.
Solution:  Bill is the suspect, if read upside down the numbers read “Bill is boss. He sells oil.”

Puzzle 2 : (Bottles Problem) A shopkeeper gives a full bottle of soft drink in return for five empty bottles. A guy has 77 empty bottles and he can use them to get full soft drink bottles. How many filled bottles will he be able to collect?
Solution: The guy can get 19 filled bottles from the shopkeeper.First, he returns 75 empty bottles and gets 15 full soft drinks bottles. From these 15 bottles, he gets 3 full soft drinks bottles. Now using these 3 and earlier 2 bottles, he gets 1 full soft drink bottle.
So in total, he can get 15+3+1=19 full soft drinks bottles.

Puzzle 3 : (Dinner Time) Two girls ate dinner together. They both ordered iced tea. One girl drank them very fast and had finished five in the time it took the other to drink just one. The girl who drank one died while the other survived. All of the drinks were poisoned. How did the girl who drank the most survive?
Solution: The poison was in the ice.
",medium
190,"https://www.geeksforgeeks.org/puzzle-guess-shape/
",,hard
191,"https://www.geeksforgeeks.org/puzzle-two-robot-parachute-line/
","
Problem
Two robots land with their parachutes on an infinite one-dimensional number line. They both release their parachutes as soon as they land and start moving. They are allowed only to make use of the following functions.",hard
192,"https://www.geeksforgeeks.org/puzzle-solve-quick/
","Statement :
If you think that you are good in maths, then solve the mathematical equation :
( Q + U + I + C + K) ^ 3 = QUICK",hard
193,"https://www.geeksforgeeks.org/puzzle-heaven-hell/
","There are two gates, one to hell and the other to heaven. Two gatekeepers, one for each gate. One of them always speaks the truth and the other always lies but you don’t know which one guards which gate. You are allowed only one question and you need to find out the gate to heaven.
What is the question?",medium
194,"https://www.geeksforgeeks.org/puzzle-detective-sherlock/
","Statement : 
You are playing a game Detective Sherlock and you with your friends are solving a case. However, the way to the solution might be tricky and confusing. Just remember that only one of the statement is TRUE and rest three are FALSE.",easy
195,"https://www.geeksforgeeks.org/puzzles-river-crossing-starting-money-earrings-matching-pair/
","Puzzle 1 : (River Crossing)  Seven men and two boys need to cross a river. The one canoe is tiny and can carry either one man or two boys. How many times does the boat have to cross the river for everyone to get to the other side?
SOLUTION:- The puzzle can be put into the form of a pattern. First, two boys cross. One boy returns. One man cross. Second boys returns. So it takes four trips to carry one man across the river. Since there are seven men, twenty eight crossing are needed to cross all men. One more crossing is required for the boys to get on the other side. So, total of twenty nine crossings are required for everyone to get to the other side.",easy
196,"https://www.geeksforgeeks.org/puzzle-yesterday-tomorrow/
","Statement : 
Your friend said, “If yesterday was tomorrow, today would be Friday.”
On which day did your friend make this statement ?",easy
197,"https://www.geeksforgeeks.org/puzzle-10-identical-bottles-pills/
","Puzzle: Given 10 identical bottles of identical pills (each bottle contains 100 pills). Out of 10 bottles 9 have 1 gram of pills but 1 bottle has pills of the weight of 1.1 gram. Given a measurement scale, how would you find the heavy bottle? You can use the scale only once. ",medium
198,"https://www.geeksforgeeks.org/camels-and-travellers/
",In a desert there are some camels and some travelers. How many camels and travelers are there if both the following statements are TRUE? ,easy
199,"https://www.geeksforgeeks.org/weight-heavy-ball/
","Puzzle: There are 2187 balls, out of which 1 is heavy. Find the minimum number of attempts the balls have to be weighed for finding out the heavy ball.
",easy
200,"https://www.geeksforgeeks.org/puzzle-4-matchstick-problem/
","
Question:-
You are given 4 matchsticks arrange in the form of a plus sign(as shown in the
 figure). Move one and only one of the 4 matchsticks to make a square. You
may not bend or break of the matchstick.
",medium
201,"https://www.geeksforgeeks.org/equilateral-triangles-using-matchsticks/
","
You are given an equilateral triangle of three matchsticks like given figure. What is the minimum number of sticks needed to add three more equilateral triangles to it?
",easy
202,"https://www.geeksforgeeks.org/blue-eyed-island-puzzle/
","
Question : A bunch of people are living on an island, when a visitor comes with a strange order : all the blue-eyed people must leave the island as soon as possible. There will be a flight out at 8 PM every evening.Each person can see everyone else’s eye color, but they do not their own(nor is anyone allowed to tell them). Additionally they do not know how many people have blue eyes, although they do know that at least one person does. How many days will it take to blue-eyed people to leave?",medium
203,"https://www.geeksforgeeks.org/four-people-rickety-bridge/
","Question : Four people need to cross a rickety bridge at night. Unfortunately, they have one torch and the bridge is to dangerous to cross without a torch. The bridge can support only two people at a time. All the people don’t take the same time to cross the bridge. Time for each person : 1 mins, 2 mins, 7 mins and 10 mins. What is the shortest time needed for all four of them to cross the bridge ?",easy
204,"https://www.geeksforgeeks.org/missionaries-and-cannibals/
","Question: In this problem, three missionaries and three cannibals must cross a river using a boat which can carry at most two people, under the constraint that, for both banks, that the missionaries present on the bank cannot be outnumbered by cannibals. The boat cannot cross the river by itself with no people on board. ",medium
205,"https://www.geeksforgeeks.org/measuring-6l-water-4l-9l-buckets/
",Question: Suppose you have a 4 liter jug and a 9 liter bucket . The buckets have no measurement lines on them either. How could you measure exactly 6 liter using only those buckets and you have as much extra water as you need ?,easy
206,"https://www.geeksforgeeks.org/find-minimum-elements-considering-possible-transformations/
","Given an array of three colors.  The array elements have a special property. Whenever two elements of different colors become adjacent to each other, they merge into an element of the third color.  How many minimum numbers of elements can be there in the array after considering all possible transformations.",medium
207,"https://www.geeksforgeeks.org/puzzle-85-chain-link-puzzle/
","You have five pieces of chain, each consisting of three links. You want to make one long chain of these five pieces. Breaking open a link costs 1 Rs, and welding an open link costs 3 Rs.",medium
208,"https://www.geeksforgeeks.org/puzzle-84-inverted-matrix/
","
You have been given the following matrix:",medium
209,"https://www.geeksforgeeks.org/puzzle-83-interesting-mcq/
"," 
Geeks are too good at solving logical problems. But, this time a Multiple Choice Question was put in front of them having only three options .
Q. There is only one correct answer to this question. Which answer is this?
A. Answer A
B. Answer A or B
C. Answer B or C
Geeks are stuck at this question. Help them out.",easy
210,"https://www.geeksforgeeks.org/puzzle-82-different-pairings/
","Joey has to arrange 2N sandwiches which are wrapped by different color wrapper in N pairs such that he can feed his N girlfriends (A hypothetical situation it is where we have to ignore the fact “JOEY DOESN’T SHARE FOOD ”). He has to serve them for 2N-1 Days. Girls don’t like repeated pair of color wrapper of their sandwiches.
Design an algorithm for joey so that for 2N-1 days no pair would be same.",hard
211,"https://www.geeksforgeeks.org/puzzle-100-people-in-a-circle-with-gun-puzzle/
","100 people standing in a circle in an order 1 to 100. No. 1 has a sword. He kills the next person (i.e. No. 2) and gives the sword to the next (i.e. No. 3). All people do the same until only 1 survives. Which number survives at the last?
There are 100 people starting from 1 to 100.",medium
212,"https://www.geeksforgeeks.org/puzzle-80-tic-tac-toe/
","Ank and Mini play a game of tick-tack-toe. In this game, the players try to get three circles or three crosses in a row (horizontal, vertical, or diagonal).
They follow the following rules:",hard
213,"https://www.geeksforgeeks.org/puzzle-79-magical-matrix/
","Two friends Satyam and Ankit decides to play a game. They have 9 cards lying face up with numbers 1 to 9 written on them. They have to start picking up these cards alternately, without replacement. The person with exactly 3 cards which adds up to 15 wins the game. Satyam is given first chance to pick up a card . Does Satyam have a winning strategy?
Solution: No
Explanation: We see that there are eight subsets of {1,9} that sums up to 15. These are:
{1, 5, 9}, {2, 8, 5}, {3, 5, 7}, {4, 5, 6}, {1, 6, 8}, {2, 4, 9}, {2, 7, 6} and {3, 8, 4}",medium
214,"https://www.geeksforgeeks.org/puzzle-78-the-lost-bus-number/
"," 
Jay was an old friend of Rakesh and was coming to visit him from a small town. Jay came over late. When Rakesh asked him the reason, Jay told him that when he was coming to the city in the bus, he had placed his luggage under his seat. While getting off, he had forgotten to take back the luggage and by the time he had realized, the bus had left. So he went to a police station to report about it, which took him time. Rakesh inquired what happened next, to which Jay replied that he does not remember the bus number but there was a certain peculiarity about it – the bus number was a perfect square and when turned upside down, then it was also a perfect square! Jay requested his friend Rakesh to help him.
Rakesh quickly phoned the bus company and came to know they had only 500 buses numbered from 1 to 500. Using this information, Rakesh deduced the bus number within a minute. Can you tell what was the number?
 
 
 
Solution : Bus number was 196.",easy
215,"https://www.geeksforgeeks.org/puzzle-77-the-better-choice/
","Many students applied for a technical job for a month(April) but only two among them successfully completed the technical rounds. It was time for the final Interview. The interviewer asked both the students whether they would like to have 10 crores rupees for the month or, Re. 1 on day 1, Rs. 2 on day 2, Rs. 4 on day 3 , doubling up everyday till the last day of the month.
Student 1 chose 10 crore rupees. Student 2 chose the other option.
Which student made a better choice and how much was the profit?",easy
216,"https://www.geeksforgeeks.org/puzzle-76-toggling-prison-cell/
", ,medium
217,"https://www.geeksforgeeks.org/puzzle-75-prisoners-hat/
","A Police officer caught four criminals. He plays a game with these four men. He lines up three of the prisoners (A, B, C) in one room and the fourth prisoner(D) is placed in a separate room.
Each prisoner is given a hat to wear. The officer tells them that there are in total two blue hats and two red hats. If any of them can guess the color of the hat they are wearing right, he promises to set all four of them free. They cannot communicate with each other, the only information is that ",easy
218,"https://www.geeksforgeeks.org/puzzle-74-chocolate-love/
","Priyanka visited a famous monument called “holyghar” located near Himalayas. It was a round structure consisting of 100 steps in spiral stairway to reach top. From top you can have overview of natural beauty surrounding that place. Priyanka thought of reaching the top. She also carried a lot of chocolates with her for kids. In the process of climbing up, with each step a chocolate falls from her bag. When she reaches top, she donates half of the chocolates left with her to small kids. Again, in the process of climbing down a chocolate falls down with each step.
She repeats the same process at five holyghars and now she is left with no chocolates. Can you find out the total number of chocolates she had with her initially?
",easy
219,"https://www.geeksforgeeks.org/puzzle-73-the-card-game/
","A blind man is handed a deck of 52 cards and told that exactly 10 of these cards are facing up. How can he divide the cards into two piles, not necessarily of equal size, with each pile having the same number of cards facing up?",medium
220,"https://www.geeksforgeeks.org/puzzle-72-diseases-and-tests/
","Dinoo is worried that he might have a rare disease. He decides to get himself  tested, and suppose that the testing methods for this disease are correct 99 percent of the time (in other words, if he has the disease, it shows that he does with 99 percent probability, and if he doesn’t have the disease, it shows that he does not with 99 percent probability). Suppose this disease is actually quite rare, occurring randomly in the general population in only one of every 10,000 people.
If his test results come back positive, what are his chances that he actually have the disease?",hard
221,"https://www.geeksforgeeks.org/puzzle-correct-number-to-save-life/
","Gabbar and his Sambha are fond of playing number games. But as usual, if Sambha loses the game, he dies. Gabbar and Sambha take their turn to call out a number between 1 to n. They follow the following rules while playing the game:",hard
222,"https://www.geeksforgeeks.org/puzzle-70-tom-and-jerry/
",Once upon a time Tom and Jerry thought of having a race on a circular track. The diameter of the track was 200 yards.,hard
223,"https://www.geeksforgeeks.org/puzzle-the-number-game/
","Ankur and Vijay are fond of playing Number games. In one of the games, Ankur has to choose a number X, such that X belongs to [1, 10000] . Vijay has to guess the chosen number as soon as possible. Ankur will let Vijay know whether his guess is smaller than, larger than or equal to the number. The warning is that Vijay loses the game if his guess is larger than Ankur’s chosen number two or more times.",easy
224,"https://www.geeksforgeeks.org/walking-down-the-hill/
","I can walk 3 miles per hour uphill and 4 miles per hour on flat land and 6 miles per hour downhill.If I reached beach near by me, walking for 50 minutes and I walked back home in 1 hour, can you calculate the total distance from my house to the beach? (Note: I walk with same uniform speed.)",easy
225,"https://www.geeksforgeeks.org/puzzle-fit-triangle/
",Sameer asks his friend Kartik a question to test his intelligence.,hard
226,"https://www.geeksforgeeks.org/puzzle-66-walk-to-office/
","Alex’s friend Grace drops her every day to work in the morning to her office, but cannot help to drop her back home in the evening. Ṣhe walks back home from work every day . But after a few days, As a reward of her sincerity in work, her boss offered her a metro pass. Now she needs to walk only from her office to a nearby metro station and from a station nearby her house to her house . Following this routine, she walks 1/8th times less than before. Assume that she always walks with the same speed, she reached home 15 minutes earlier than usual. If the time she traveled in the metro (apart from her walking) is 5 minutes, what is the total amount of time she used to walk in her older routine (without taking metro)?",easy
227,"https://www.geeksforgeeks.org/puzzle-hats-off/
","A king wants his daughter to marry one of 3 young princes, so he devises an intelligence test. The princes are gathered into a room and are shown 2 black hats and 3 white hats. They are blindfolded, and 1 hat is placed on each of their heads, with the remaining hats hidden in a different room. The king tells them that the first prince to deduce the color of his hat without removing it or looking at it will marry his daughter. A wrong guess will mean death. The blindfolds are then removed. You are one of the princes. You see 2 white hats on the other prince’s heads. After some time you realize that the other princes are unable to guess the color of their hat. What is the color of your hat?",medium
228,"https://www.geeksforgeeks.org/puzzle-surround-the-villages/
","In a district called Daulatpur, which is one of the best planned city in the world, there is a certain arrangements of villages. The arrangement adheres the following design patterns:",hard
229,"https://www.geeksforgeeks.org/puzzle-paper-ball-and-three-friends/
","It’s summer time and three of the college friends, A, B and C went to sports club to enjoy the vacation. They saw an interesting game being played there.",medium
230,"https://www.geeksforgeeks.org/puzzle-gold-or-silver/
","There are three boxes box1, box2 and box3 containing gold, silver and  mixture of silver and gold respectively.",easy
231,"https://www.geeksforgeeks.org/puzzle-cake-and-my-freind/
","Praveer ‘the most hungry guy‘ in college went to get some delicious cakes for his friends birthday. When he entered the famous shop “Taste the variety”, he was thrilled to see variety of cakes being displayed. He went to the seller and asked for cake. Seller told him that he has a very unique arrangement for cakes. He would be getting chunk of cakes pieces in boxes of 7, 11 or 17. Obviously he could purchase exactly 18 pieces by buying a box of 7 and a box of 11. Hearing this, he started imagining the largest number for which it is impossible to purchase exactly that number of pieces using above combination. Well as always, his hunger was deviating him from thinking, he asked for your help.",hard
232,"https://www.geeksforgeeks.org/puzzle-colliding-stars/
","Gyani baba is fond of giving new theories about stars. He discovered that there are two type of stars in this universe; one “X” type and another “Y” type stars. In one of his theories about these stars, he states that if n “X” type of stars collide with m “Y” type of stars, the collision results to formation of (m+n ) new “Y” type of stars, elimination of previous n “X” type of stars, and change of type from “Y” to “X” of previous “Y” type of stars. He termed this whole phenomenon as a “Big Bang”. The phenomenon is governed by following rules:",easy
233,"https://www.geeksforgeeks.org/puzzle-catch-the-thief/
","Problem: Three cars, an Alto, a Zen and a Nano were stolen. There are 3 suspects (Arun, Kartik and Varun). Each stole 1 vehicle. Here is what they say:",easy
234,"https://www.geeksforgeeks.org/puzzle-friends-ages/
","Two old friends, Jacky and Bob, meet after a long time.
Jacky: Hey, how are you man?
Bob: Not bad, got married and I have three kids now.
Jacky: That’s awesome. How old are they?
Bob: The product of their ages is 72 and the sum of their ages is the same as your birth date.
Jacky: Cool… But I still don’t know.
Bob: My eldest kid just started taking piano lessons.
Jacky: Oh now I get it.",easy
235,"https://www.geeksforgeeks.org/puzzle-priests-temple/
","There are 20 priests in a temple. One day, Lord Shiva appears before them and tells them that some of them have sinned, and that a black spot would appear on the forehead of all the priests who have sinned. The priests are not allowed to look into a mirror or communicate with each other. When any priest finds out that there is a spot on his forehead, he should leave the temple on that day itself. At least 1 priest has sinned. How can a priest find out whether he has a spot on his forehead. What would be the pattern of the priests leaving the temple?",medium
236,"https://www.geeksforgeeks.org/puzzle-chinchillas-relation/
","Q. A young pair of chinchillas (one of each sex) is placed on an island. A pair of chinchillas does not breed until they are 2 months old. After they are 2 months old, each pair of chinchillas produces another pair each month (See pic below). Find a recurrence relation for the number of pairs of chinchillas on the island after n months, assuming that no chinchillas ever die.",medium
237,"https://www.geeksforgeeks.org/puzzle-dollars-with-cashier/
",Puzzle: A Geek asks a cashier to pay Rs 200 for a cool program written by him. He asks the cashier to pay only in the following way:,easy
238,"https://www.geeksforgeeks.org/fill-the-jug/
","There are two jugs each of 4 and 3 liters respectively , without any measuring marks. how many minimum steps are required to have 2 liters of water into the 4 litre jug (the jugs can be filled any number of times with water, and they can be emptied any number of times). ",easy
239,"https://www.geeksforgeeks.org/the-counterfeit-coin/
","A box contains n coins, of which 7 of them are counterfeit with tails on both sides and the rest are fair coins. If one coin is selected from the bag and tossed, the probability of getting a tail is 17/20. Find the value of ‘n’.",easy
240,"https://www.geeksforgeeks.org/puzzle-52-boy-with-marbles/
","A boy goes to 20 of his friend’s houses with ‘n’ number of newly purchased marbles in his hands. At every house he visits , he gives away half of marbles he have and take one of his friend’s marble’s and adds it with the one’s he is left with , he never had a problem of dividing an odd number of marbles left and finally after leaving the his 20th friends house, he is left with 2 marbles, can you guess the ‘n’ value?",easy
241,"https://www.geeksforgeeks.org/cheryls-birthday-puzzle-and-solution/
","(Wiki) Cheryl’s Birthday is the unofficial name given to a mathematics brain teaser that was asked in the Singapore and Asian Schools Math Olympiad, and was posted online on 10 April 2015 by Singapore TV presenter. It is an interesting problem and might be asked in the interviews. It is based on logical deduction. It doesn’t require any prior mathematical acumen. It is advised that you try to hustle through the problem yourself without looking at the solution and just to motivate you further to solve the problem, the problem has been talked about in international newspapers like Telegraph and Guardian, so If you are able to solve the problem without looking at the solution you deserve a pat on the back!",hard
242,"https://www.geeksforgeeks.org/puzzle-50-the-boat-wreckage/
","Let’s make this one easy! Ankur with his friends went to river the bank of river Ganges, as the exams are over for fun and recreation.  But while crossing to other side of the river, a storm came and he along with fourteen other people are trapped in a boat in the mid of the river. None of them know how to swim, and due to a hole in the base the boat is about to sink in 20 minutes.  Their only chance to survival is the five-person raft stowed on their vessel.",easy
243,"https://www.geeksforgeeks.org/puzzle-49-king-and-his-elephant-power/
","A king dies after writing an agreement to divide the elephant power to his three sons, the first son has to get 1/2 of elephants, second son gets 3/4th of remaining elephants left after giving away to the first son, third son gets 1/2th of remaining elephants left after giving away to the second son. The total number of elephants are 15. All elephants are to be divided without leaving anyone of them behind. Can you solve it?",easy
244,"https://www.geeksforgeeks.org/puzzle-48-rectangular-cardboard/
",Given a rectangular cardboard with a rectangular piece removed(of any size and orientation) how one can cut the rectangular cardboard in two equal parts with one straight line cut.,medium
245,"https://www.geeksforgeeks.org/puzzle-47-red-hat-vs-blue-hat/
","A team of three people decide on a strategy for playing the following game. Each player walks into a room. On the way in, a fair coin is tossed for each player, deciding that player’s hat color, either red or blue. Each player can see the hat colors of the other two players, but cannot see her own hat color. After inspecting each other’s hat colors, each player decides on a response which are one of the following :",hard
246,"https://www.geeksforgeeks.org/puzzle-46-true-or-false/
","A place has two kinds of residents, Poor, who always tell the truth, and their opposites, Rich, who always lie. You encounter two people A and B. What are A and B if A says “B is a Poor” and B says “The two of us are opposite types” ?",easy
247,"https://www.geeksforgeeks.org/puzzle-45-gem-in-pockets/
","Vijay Dinanath Chauhan aka “VDC” was travelling from Bangalore to New Delhi along with his friends. VDC was wearing a Cargo Jeans with finite number of small pockets. And in his pockets, there were packets of gems, not the real ones,actually the Cadbury gems to eat when he reaches Delhi.In each pocket there was “number of packets”, that was equal to the “number of pockets”. In each packet there was a “number of gems”; and the “number of gems” was equal to the “number of packets”.Unfortunately, when he reaches Delhi and gets down from the train, due to huge crowd he lost one of his Cadbury gems packet.",medium
248,"https://www.geeksforgeeks.org/puzzle-44-girl-or-boy/
","The Boy or Girl problem consists of a bunch of questions in probability which has kept the mathematicians on discussion about its possibilities.  But different from them, here is one puzzle for you with no ambiguity.",hard
249,"https://www.geeksforgeeks.org/puzzle-43-muddy-heads/
","A mother tells her two children, a boy and a girl, to play without getting dirty.
However, while playing, both children get mud on their foreheads.
The mother says “At least one of you has a muddy forehead”. She then asks the children to answer “Yes” or “No” to the question: “Do you know whether you have a muddy forehead?”
The mother asks this question twice.
What will the children answer each time this question is asked, assuming that a child can see whether his/her sibling has a muddy forehead, but cannot see his or her own forehead? Assume that both children are honest and that the children answer each question simultaneously.",easy
250,"https://www.geeksforgeeks.org/puzzle-42-placing-the-numbers/
", ,medium
251,"https://www.geeksforgeeks.org/puzzle-41-guess-color-of-hat/
","There are 20 people standing in a line, one behind the other. Each is made to wear a hat, which can either be white or black. There can be any number of white or black hats between 0 and 20. Each person can see the hat of all the persons ahead of him in the line, but not those of the people standing behind. Each person is required to guess (loudly) the color of his/her own hat. The objective is for the group to get as many correct guesses as possible. The group is allowed to discuss and form a strategy before the exercise. What is the best strategy? What is the maximum number of correct guesses in this strategy? ",medium
252,"https://www.geeksforgeeks.org/puzzle-40-find-missing-row-in-excel/
","We are given an excel sheet which contains integers from 1 to 50, including both. However, the numbers are in a jumbled form and there is 1 integer missing. You have to write a code to identify the missing integer. Only the logic is required. ",easy
253,"https://www.geeksforgeeks.org/puzzle-39-hundred-coin-puzzle/
",This puzzle is similar to 10 Coins Puzzle.   Question: 100 coins are lying flat on a table. 10 of them are heads up and 90 are tails up.You can’t see which one is which.How can we split the coins into two piles such that there are same number of heads up in each pile?,medium
254,"https://www.geeksforgeeks.org/puzzle-38-tic-tac-toe-puzzle/
","Statement:
The game of Tic-Tac-Toe is being played between two players and it is in below state after six moves.",medium
255,"https://www.geeksforgeeks.org/puzzle-37-maximum-run-in-cricket/
","Question:  In a one day international cricket match, considering no extras(no wides, no ‘no’ balls, etc.) and no overthrows.",easy
256,"https://www.geeksforgeeks.org/puzzle-36-matchstick-puzzle/
",Question: How to make 4 equilateral triangles with 6 identical match sticks? ,easy
257,"https://www.geeksforgeeks.org/puzzle-set-35-2-eggs-and-100-floors/
",The following is a description of the instance of this famous puzzle involving 2 eggs and a building with 100 floors.,hard
258,"https://www.geeksforgeeks.org/puzzle-34-prisoner-and-policeman-puzzle/
","Policeman decided to punish the Prisoner and asked him to make a statement. The Prisoner should make such a statement so that he would be alive.
If the statement is held true by Policeman, the Prisoner will be hanged to death and if the statement is held false, the Prisoner will be shot dead.",medium
259,"https://www.geeksforgeeks.org/puzzle-33-rs-500-note-puzzle/
","A Lady (L) bought an item of Rs 100 from the Shopkeeper (C).  She paid him through a 500 Rs Note.  Realizing that he did not have change, the shopkeeper C got change for that note from another shopkeeper (S) and paid Rs 400 to the Lady.",easy
260,"https://www.geeksforgeeks.org/puzzle-32-completion-of-task/
","A man is allocated a task. He doubles the task done everyday. If the man completely does the task in 18 days, how many days did it take for the man to complete 25% of the task? ",easy
261,"https://www.geeksforgeeks.org/puzzle-31-minimum-cut-puzzle/
",Puzzle: You have got someone working for you for five days and a gold bar to pay him. You must give them a piece of gold at the end of every day. What are the fewest number of cuts to the bar of gold that will allow you to pay him 1/5th each day?,easy
262,"https://www.geeksforgeeks.org/puzzle-30-last-palindrome-data/
","In year 2001 on October 2, 2001, the date in MMDDYYYY format was a palindrome (same forwards as backwards), 10/02/2001 -&gt; “10022001”",medium
263,"https://www.geeksforgeeks.org/puzzle-29-car-wheel-puzzle/
","Puzzle: A car has 4 tyres and 1 spare tyre. Each tyre can travel a maximum distance of 20000 miles before wearing off. What is the maximum distance the car can travel before you are forced to buy a new tyre? You are allowed to change tyres (using the spare tyre) an unlimited number of times.
",easy
264,"https://www.geeksforgeeks.org/puzzle-28-newspaper-puzzle/
","Question: A newspaper made of 16 large sheets of paper folded in half. The newspaper has 64 pages altogether. The first sheet contains pages 1, 2, 63, 64.",easy
265,"https://www.geeksforgeeks.org/puzzle-27-hourglasses-puzzle/
","Puzzle: Given two hourglass of 4 minutes and 7 minutes, the task is to measure 9 minutes.
",medium
266,"https://www.geeksforgeeks.org/puzzle-26-know-average-salary-without-disclosing-individual-salaries/
",Three Employees want to know the average of their salaries.  They are not allowed to share their individual salaries.,hard
267,"https://www.geeksforgeeks.org/puzzle-25chessboard-and-dominos/
","There is an 8 by 8 chessboard in which two diagonally opposite corners have been cut off.You are given 31 dominos, and a single domino can cover exactly two squares. Can you use the 31 dominos to cover the entire board?",medium
268,"https://www.geeksforgeeks.org/puzzle-24-10-coins-puzzle/
","You are blindfolded and 10 coins are place in front of you on table. You are allowed to touch the coins, but can’t tell which way up they are by feel. You are told that there are 5 coins head up, and 5 coins tails up but not which ones are which.",medium
269,"https://www.geeksforgeeks.org/puzzle-23-days-of-month-using-2-dice/
","Puzzle: How can you represent days of month using two 6 sided dice? You can write one number on each face of the dice from 0 to 9 and you have to represent days from 1 to 31, for example for 1, one dice should show 0 and another should show 1, similarly for 29 one dice should show 2 and another should show 9.
",medium
270,"https://www.geeksforgeeks.org/puzzle-22-maximum-chocolates/
",You have 15 Rs with you.  You go to a shop and shopkeeper tells you price as 1 Rs per chocolate.  He also tells you that you can get a chocolate in return of 3 wrappers.  How many maximum chocolates you can eat?,easy
